Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SQQQ,ProShares UltraPro Short QQQ,22.825,$574.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqqq
BIS,ProShares UltraShort Nasdaq Biotechnology,22.68,$42.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bis
PBB,Prospect Capital Corporation,25.73,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/pbb
PSEC,Prospect Capital Corporation,5.64,$2.03B,2004,n/a,n/a,http://www.nasdaq.com/symbol/psec
PB,"Prosperity Bancshares, Inc.",65.92,$4.58B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pb
PTGX,"Protagonist Therapeutics, Inc.",14.67,$247.96M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptgx
PLX,"Protalix BioTherapeutics, Inc.",0.7682,$102.44M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/plx
PRTO,"Proteon Therapeutics, Inc.",1.95,$34.36M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/prto
PTI,"Proteostasis Therapeutics, Inc.",1.7,$42.67M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pti
PRTA,Prothena Corporation plc,62.39,$2.39B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prta
PRLB,"Proto Labs, Inc.",85.1,$2.27B,2012,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/prlb
PVBC,"Provident Bancorp, Inc.",25.3,$243.59M,2015,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pvbc
PROV,"Provident Financial Holdings, Inc.",19.35,$147.24M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/prov
PFS,"Provident Financial Services, Inc",26.96,$1.79B,2003,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pfs
PBIP,"Prudential Bancorp, Inc.",18.16,$163.58M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbip
PFK,"Prudential Financial, Inc.",25.209,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pfk
PJH,"Prudential Financial, Inc.",25.43,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pjh
PRH,"Prudential Financial, Inc.",25.63,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/prh
PRU,"Prudential Financial, Inc.",111.84,$47.76B,2001,Finance,Life Insurance,http://www.nasdaq.com/symbol/pru
GHY,"Prudential Global Short Duration High Yield Fund, Inc.",14.68,$600.76M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ghy
PUK,Prudential Public Limited Company,48.88,$63.2B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/puk
PUK^,Prudential Public Limited Company,26.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/puk^
PUK^A,Prudential Public Limited Company,26.21,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/puk^a
ISD,"Prudential Short Duration High Yield Fund, Inc.",15.07,$501.18M,2012,n/a,n/a,http://www.nasdaq.com/symbol/isd
PSB,"PS Business Parks, Inc.",133.9,$3.65B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psb
PSB^T,"PS Business Parks, Inc.",25.31,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^t
PSB^U,"PS Business Parks, Inc.",25.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^u
PSB^V,"PS Business Parks, Inc.",25.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^v
PSB^W,"PS Business Parks, Inc.",25.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^w
PSB^X,"PS Business Parks, Inc.",25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^x
PSDV,pSivida Corp.,1.22,$55.1M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/psdv
PMD,Psychemedics Corporation,18.02,$98.97M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pmd
TLK,"PT Telekomunikasi Indonesia, Tbk",30.09,$29.81B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tlk
PTC,PTC Inc.,66.25,$7.66B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ptc
PTCT,"PTC Therapeutics, Inc.",17.45,$722.24M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptct
PEG,Public Service Enterprise Group Incorporated,50.31,$25.46B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/peg
PSA,Public Storage,208.97,$36.36B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa
PSA^A,Public Storage,26.7213,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^a
PSA^B,Public Storage,25.81,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^b
PSA^C,Public Storage,25.35,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^c
PSA^D,Public Storage,25.02,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^d
PSA^E,Public Storage,24.91,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^e
PSA^F,Public Storage,25.188,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^f
PSA^G,Public Storage,25.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^g
PSA^U,Public Storage,25.2999,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^u
PSA^V,Public Storage,25.18,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^v
PSA^W,Public Storage,25.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^w
PSA^X,Public Storage,25.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^x
PSA^Y,Public Storage,26.47,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^y
PSA^Z,Public Storage,26.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^z
PULM,"Pulmatrix, Inc.",1.565,$31.49M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pulm
PLSE,"Pulse Biosciences, Inc",23.501,$384M,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/plse
PHM,"PulteGroup, Inc.",30.31,$8.91B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/phm
PBYI,Puma Biotechnology Inc,130.3,$4.85B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbyi
PCYO,Pure Cycle Corporation,7.35,$174.59M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/pcyo
PSTG,"Pure Storage, Inc. ",16.49,$3.49B,2015,Technology,Electronic Components,http://www.nasdaq.com/symbol/pstg
PCF,Putnam High Income Bond Fund,9.03,$117.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcf
PMM,Putnam Managed Municipal Income Trust,7.45,$400.33M,1989,n/a,n/a,http://www.nasdaq.com/symbol/pmm
PIM,Putnam Master Intermediate Income Trust,4.77,$255.44M,1988,n/a,n/a,http://www.nasdaq.com/symbol/pim
PMO,Putnam Municipal Opportunities Trust,12.49,$475.73M,1993,n/a,n/a,http://www.nasdaq.com/symbol/pmo
PPT,Putnam Premier Income Trust,5.38,$577.03M,1988,n/a,n/a,http://www.nasdaq.com/symbol/ppt
PVH,PVH Corp.,126.88,$9.82B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/pvh
PXS,Pyxis Tankers Inc.,1.88,$34.36M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/pxs
PZN,Pzena Investment Management Inc,11.89,$814.23M,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/pzn
QTWO,"Q2 Holdings, Inc.",42.75,$1.77B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qtwo
QADA,QAD Inc.,39.25,$754.25M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qada
QADB,QAD Inc.,31.45,$604.36M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qadb
QCRH,"QCR Holdings, Inc.",46.15,$608.31M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/qcrh
QEP,"QEP Resources, Inc.",9.72,$2.34B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/qep
QGEN,Qiagen N.V.,33.7,$7.69B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/qgen
QIWI,QIWI plc,16.91,$1.02B,2013,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qiwi
QRVO,"Qorvo, Inc.",73.84,$9.4B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/qrvo
QTS,"QTS Realty Trust, Inc.",58.66,$2.96B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/qts
QUAD,"Quad Graphics, Inc",22.96,$1.19B,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/quad
KWR,Quaker Chemical Corporation,160.13,$2.13B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kwr
QCOM,QUALCOMM Incorporated,61.81,$91.24B,1991,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/qcom
QCP,"Quality Care Properties, Inc.",16.06,$1.51B,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/qcp
QSII,"Quality Systems, Inc.",13.34,$849.38M,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/qsii
QBAK,Qualstar Corporation,8.68,$17.72M,2000,Technology,Electronic Components,http://www.nasdaq.com/symbol/qbak
QLYS,"Qualys, Inc.",57.35,$2.15B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlys
NX,Quanex Building Products Corporation,21.5,$746.95M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nx
PWR,"Quanta Services, Inc.",35.66,$5.39B,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/pwr
QTNA,"Quantenna Communications, Inc.",14.87,$514.95M,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/qtna
QTM,Quantum Corporation,4.95,$170.64M,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/qtm
QTRH,Quarterhill Inc.,1.94,$230.14M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/qtrh
QD,Qudian Inc.,25.02,$8.26B,2017,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/qd
DGX,Quest Diagnostics Incorporated,94.09,$12.82B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/dgx
QRHC,Quest Resource Holding Corporation.,1.26,$19.25M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/qrhc
QUIK,QuickLogic Corporation,1.54,$123.37M,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/quik
QDEL,Quidel Corporation,39.05,$1.31B,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qdel
QNST,"QuinStreet, Inc.",8.49,$388.36M,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qnst
Q,"Quintiles IMS Holdings, Inc.",108.02,$22.83B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/q
QUMU,Qumu Corporation,2.4,$22.56M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qumu
QHC,Quorum Health Corporation,4.12,$124.83M,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/qhc
QTNT,Quotient Limited,5.13,$193.24M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qtnt
QUOT,Quotient Technology Inc.,14.05,$1.3B,2014,Consumer Services,Advertising,http://www.nasdaq.com/symbol/quot
CTAA,Qwest Corporation,25.38,n/a,2016,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctaa
CTBB,Qwest Corporation,24.21,n/a,2016,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctbb
CTDD,Qwest Corporation,24.87,n/a,2017,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctdd
CTU,Qwest Corporation,24.94,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctu
CTV,Qwest Corporation,25.01,n/a,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctv
CTW,Qwest Corporation,25.5,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctw
CTX,Qwest Corporation,24.96,$3.13B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctx
CTY,Qwest Corporation,24.42,n/a,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cty
CTZ,Qwest Corporation,24.54,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctz
RRD,R.R. Donnelley & Sons Company,8.59,$601.3M,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd
RRD,R.R. Donnelley & Sons Company,8.59,$601.3M,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd
RCM,R1 RCM Inc.,3.88,$406.97M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/rcm
RARX,"Ra Pharmaceuticals, Inc.",12.3,$278.1M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rarx
RADA,RADA Electronic Industries Ltd.,3.34,$98.01M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rada
RDCM,Radcom Ltd.,20.05,$234.93M,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rdcm
RDN,Radian Group Inc.,20.14,$4.34B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rdn
RLGT,"Radiant Logistics, Inc.",5.18,$254.32M,n/a,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rlgt
RLGT^A,"Radiant Logistics, Inc.",25.9999,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rlgt^a
RSYS,RadiSys Corporation,1.35,$52.71M,1995,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rsys
RDUS,"Radius Health, Inc.",29.55,$1.29B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdus
RDNT,"RadNet, Inc.",10.65,$503.39M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/rdnt
RDWR,Radware Ltd.,19.435,$839.38M,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rdwr
RAS,RAIT Financial Trust,0.4,$37.24M,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ras
RAS^A,RAIT Financial Trust,13.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^a
RAS^B,RAIT Financial Trust,13.615,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^b
RAS^C,RAIT Financial Trust,14.51,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^c
RFT,RAIT Financial Trust,18.1,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rft
RFTA,RAIT Financial Trust,22.15,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rfta
RL,Ralph Lauren Corporation,90.67,$7.37B,1997,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/rl
METC,"Ramaco Resources, Inc.",6.09,$240.61M,2017,Energy,Coal Mining,http://www.nasdaq.com/symbol/metc
RMBS,"Rambus, Inc.",14.53,$1.6B,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rmbs
RPT,Ramco-Gershenson Properties Trust,13.08,$1.04B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpt
RPT^D,Ramco-Gershenson Properties Trust,54.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpt^d
RAND,Rand Capital Corporation,2.97,$18.78M,n/a,Consumer Non-Durables,Textiles,http://www.nasdaq.com/symbol/rand
RLOG,"Rand Logistics, Inc.",0.3864,$7.2M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rlog
GOLD,Randgold Resources Limited,91.26,$8.59B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gold
RNDB,"Randolph Bancorp, Inc.",14.94,$87.68M,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/rndb
RRC,Range Resources Corporation,18.13,$4.5B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rrc
RNGR,"Ranger Energy Services, Inc.",11.38,$173.88M,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/rngr
RPD,"Rapid7, Inc.",18.18,$791.74M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rpd
RAVE,"Rave Restaurant Group, Inc.",1.5825,$22.6M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/rave
RAVN,"Raven Industries, Inc.",33.25,$1.2B,n/a,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ravn
RJF,"Raymond James Financial, Inc.",85.7,$12.36B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/rjf
RYAM,Rayonier Advanced Materials Inc.,16.86,$729.65M,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ryam
RYAM^A,Rayonier Advanced Materials Inc.,122.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ryam^a
RYN,Rayonier Inc.,30.76,$3.96B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ryn
RTN,Raytheon Company,184.71,$53.4B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtn
RBB,RBB Bancorp,24.04,$379.53M,2017,Finance,Major Banks,http://www.nasdaq.com/symbol/rbb
ROLL,RBC Bearings Incorporated,123.33,$2.99B,2005,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/roll
RICK,"RCI Hospitality Holdings, Inc.",27.69,$269.11M,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rick
RCMT,"RCM Technologies, Inc.",6.5,$78.06M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rcmt
RMAX,"RE/MAX Holdings, Inc.",52.65,$931.75M,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/rmax
RDI,Reading International Inc,15.42,$355.55M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdi
RDIB,Reading International Inc,22,$494.62M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdib
RGSE,"Real Goods Solar, Inc.",1.82,$13.62M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/rgse
RELY,"Real Industry, Inc. ",1.775,$52.9M,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/rely
RNWK,"RealNetworks, Inc.",4.71,$175.22M,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/rnwk
RLGY,Realogy Holdings Corp.,26.77,$3.65B,2012,Finance,Real Estate,http://www.nasdaq.com/symbol/rlgy
RP,"RealPage, Inc.",44.6,$3.69B,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
O,Realty Income Corporation,55.18,$15.55B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/o
RETA,"Reata Pharmaceuticals, Inc.",28.915,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reta
UTG,Reaves Utility Income Fund,31,$1.51B,2004,n/a,n/a,http://www.nasdaq.com/symbol/utg
RCON,"Recon Technology, Ltd.",1.55,$15.35M,2009,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/rcon
REPH,"Recro Pharma, Inc.",8.8,$167.72M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reph
RHT,"Red Hat, Inc.",121.64,$21.52B,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/rht
RLH,Red Lion Hotels Corporation,8.6,$203.06M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rlh
RRGB,"Red Robin Gourmet Burgers, Inc.",66.85,$864.22M,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rrgb
RRR,"Red Rock Resorts, Inc.",24.73,$2.87B,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rrr
RDFN,Redfin Corporation,22.9,$1.86B,2017,Finance,Real Estate,http://www.nasdaq.com/symbol/rdfn
RDHL,Redhill Biopharma Ltd.,8.79,$151.03M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdhl
RWT,"Redwood Trust, Inc.",15.48,$1.19B,1995,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rwt
REED,"Reeds, Inc.",1.745,$26.46M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/reed
RBC,Regal Beloit Corporation,80.7,$3.6B,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/rbc
RGC,Regal Entertainment Group,15.5,$2.43B,2002,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rgc
REG,Regency Centers Corporation,64.1,$10.9B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/reg
REGN,"Regeneron Pharmaceuticals, Inc.",408.34,$43.75B,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn
RGNX,REGENXBIO Inc.,28.825,$892.1M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgnx
RHE,"Regional Health Properties, Inc.",0.43,$8.55M,2017,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rhe
RHE^A,"Regional Health Properties, Inc.",12.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rhe^a
RM,Regional Management Corp.,23.88,$278.26M,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/rm
RF,Regions Financial Corporation,15.81,$18.42B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rf
RF^A,Regions Financial Corporation,25.42,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rf^a
RF^B,Regions Financial Corporation,28.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rf^b
RGS,Regis Corporation,14.57,$678.7M,1991,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/rgs
RGLS,Regulus Therapeutics Inc.,1.08,$112.09M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
RGA,"Reinsurance Group of America, Incorporated",150.27,$9.67B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rga
RZA,"Reinsurance Group of America, Incorporated",27.88,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rza
RZB,"Reinsurance Group of America, Incorporated",27.91,n/a,2016,Finance,Life Insurance,http://www.nasdaq.com/symbol/rzb
REIS,"Reis, Inc",18.7,$215.28M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/reis
RS,Reliance Steel & Aluminum Co.,77.4,$5.64B,1994,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/rs
RELV,"Reliv&#39; International, Inc.",5.88,$10.85M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/relv
RWC,RELM Wireless Corporation,3.7,$51.22M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/rwc
RENX,RELX N.V.,22.38,$45.12B,2015,Consumer Services,Publishing,http://www.nasdaq.com/symbol/renx
RELX,RELX PLC,23.15,$46.67B,2015,Consumer Services,Publishing,http://www.nasdaq.com/symbol/relx
MARK,"Remark Holdings, Inc.",3.63,$82.23M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/mark
RNR,RenaissanceRe Holdings Ltd.,139.37,$5.61B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rnr
